Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,24.365385055541992,24.48076820373535,23.913461685180664,24.096153259277344,21.038705825805664,42557632
2015-01-05,24.048076629638672,24.048076629638672,23.576923370361328,23.653846740722656,20.65252113342285,43714528
2015-01-06,23.51923179626465,23.625,23.009614944458008,23.14423179626465,20.207563400268555,66310400
2015-01-07,23.278846740722656,23.451923370361328,23.05769157409668,23.153846740722656,20.215967178344727,45388200
2015-01-08,23.384614944458008,23.44230842590332,23.201923370361328,23.43269157409668,20.459426879882812,44953376
2015-01-09,23.576923370361328,23.586538314819336,23.028846740722656,23.10576820373535,20.173980712890625,44857488
2015-01-12,23.14423179626465,23.211538314819336,22.85576820373535,23.05769157409668,20.13201141357422,44585944
2015-01-13,23.326923370361328,23.39423179626465,22.721153259277344,22.94230842590332,20.03126335144043,42819712
2015-01-14,22.740385055541992,22.93269157409668,22.509614944458008,22.865385055541992,19.964101791381836,43524832
2015-01-15,22.94230842590332,23.048076629638672,22.653846740722656,22.673076629638672,19.79619598388672,32739304
2015-01-16,22.60576820373535,22.740385055541992,22.548076629638672,22.68269157409668,19.804590225219727,51785656
2015-01-20,22.923076629638672,22.951923370361328,22.64423179626465,22.93269157409668,20.022865295410156,46344584
2015-01-21,22.913461685180664,23.153846740722656,22.798076629638672,23.115385055541992,20.18238639831543,39125112
2015-01-22,23.365385055541992,23.423076629638672,23.038461685180664,23.346153259277344,20.38386344909668,49014472
2015-01-23,23.490385055541992,23.93269157409668,23.35576820373535,23.538461685180664,20.55177116394043,66288248
2015-01-26,23.76923179626465,23.788461685180664,23.461538314819336,23.64423179626465,20.644126892089844,40741896
2015-01-27,23.451923370361328,23.51923179626465,23.26923179626465,23.44230842590332,20.467819213867188,39934024
2015-01-28,23.528846740722656,23.548076629638672,22.89423179626465,22.923076629638672,20.014467239379883,51639952
2015-01-29,22.923076629638672,23.26923179626465,22.865385055541992,23.153846740722656,20.215967178344727,42053856
2015-01-30,22.961538314819336,23.18269157409668,22.903846740722656,22.971153259277344,20.056447982788086,56900688
2015-02-02,23.076923370361328,23.288461685180664,22.98076820373535,23.278846740722656,20.32509994506836,41186600
2015-02-03,23.35576820373535,23.586538314819336,23.326923370361328,23.528846740722656,20.543380737304688,39232752
2015-02-04,23.471153259277344,23.490385055541992,23.153846740722656,23.23076820373535,20.28312110900879,34565440
2015-02-05,23.31730842590332,23.55769157409668,23.30769157409668,23.55769157409668,20.56856346130371,26673296
2015-02-06,23.596153259277344,23.798076629638672,23.528846740722656,23.576923370361328,20.585357666015625,28570880
2015-02-09,23.528846740722656,23.798076629638672,23.509614944458008,23.69230842590332,20.68610191345215,28375360
2015-02-10,23.81730842590332,23.846153259277344,23.60576820373535,23.76923179626465,20.753267288208008,28158832
2015-02-11,23.759614944458008,23.865385055541992,23.653846740722656,23.81730842590332,20.795236587524414,25433512
2015-02-12,23.85576820373535,24.028846740722656,23.759614944458008,23.93269157409668,20.89598274230957,27583192
2015-02-13,24.028846740722656,24.201923370361328,23.98076820373535,24.18269157409668,21.114259719848633,34399248
2015-02-17,24.153846740722656,24.240385055541992,24.01923179626465,24.201923370361328,21.131052017211914,37429080
2015-02-18,24.31730842590332,24.31730842590332,24.18269157409668,24.278846740722656,21.19821548461914,31970432
2015-02-19,24.06730842590332,24.240385055541992,23.990385055541992,24.048076629638672,21.18973731994629,34562216
2015-02-20,23.923076629638672,24.25,23.846153259277344,24.240385055541992,21.359193801879883,41485392
2015-02-23,24.25,24.326923370361328,24.134614944458008,24.201923370361328,21.325302124023438,32005480
2015-02-24,24.153846740722656,24.471153259277344,24.125,24.413461685180664,21.511695861816406,44162664
2015-02-25,24.471153259277344,25.05769157409668,24.461538314819336,24.913461685180664,21.952268600463867,70948384
2015-02-26,24.94230842590332,25.009614944458008,24.81730842590332,24.89423179626465,21.935321807861328,39777088
2015-02-27,24.836538314819336,25.259614944458008,24.759614944458008,24.990385055541992,22.02004623413086,53593072
2015-03-02,24.884614944458008,25.115385055541992,24.85576820373535,25.10576820373535,22.121719360351562,33705360
